session,task,da,believes_is_better_than_partner_A_yes,believes_is_better_than_partner_A_no,believes_is_better_than_partner_B_yes,believes_is_better_than_partner_B_no,bored_with_game_A_yes,bored_with_game_A_no,bored_with_game_B_yes,bored_with_game_B_no,difficult_for_partner_to_speak_A_yes,difficult_for_partner_to_speak_A_no,difficult_for_partner_to_speak_B_yes,difficult_for_partner_to_speak_B_no,directs_the_conversation_A_yes,directs_the_conversation_A_no,directs_the_conversation_B_yes,directs_the_conversation_B_no,contributes_to_successful_completion_A_yes,contributes_to_successful_completion_A_no,contributes_to_successful_completion_B_yes,contributes_to_successful_completion_B_no,frustrated_with_partner_A_yes,frustrated_with_partner_A_no,frustrated_with_partner_B_yes,frustrated_with_partner_B_no,frustrated_with_game_A_yes,frustrated_with_game_A_no,frustrated_with_game_B_yes,frustrated_with_game_B_no,engaged_in_game_A_yes,engaged_in_game_A_no,engaged_in_game_B_yes,engaged_in_game_B_no,gives_encouragement_A_yes,gives_encouragement_A_no,gives_encouragement_B_yes,gives_encouragement_B_no,making_self_clear_A_yes,making_self_clear_A_no,making_self_clear_B_yes,making_self_clear_B_no,planning_what_to_say_A_yes,planning_what_to_say_A_no,planning_what_to_say_B_yes,planning_what_to_say_B_no,polite_A_yes,polite_A_no,polite_B_yes,polite_B_no,dislikes_partner_A_yes,dislikes_partner_A_no,dislikes_partner_B_yes,dislikes_partner_B_no,trying_to_be_liked_A_yes,trying_to_be_liked_A_no,trying_to_be_liked_B_yes,trying_to_be_liked_B_no,trying_to_dominate_A_yes,trying_to_dominate_A_no,trying_to_dominate_B_yes,trying_to_dominate_B_no,conversation_awkward_yes,conversation_awkward_no,flow_naturally_yes,flow_naturally_no,hard_time_understanding_each_other_yes,hard_time_understanding_each_other_no,like_more_A,like_more_B,rather_have_as_a_partner_A,rather_have_as_a_partner_B,directing_the_conversation_A,directing_the_conversation_B,dominates_the_conversation_A,dominates_the_conversation_B,likes_the_other_person_more_A,likes_the_other_person_more_B,acting_superior_A,acting_superior_B,more_polite_A,more_polite_B,more_frustrated_A,more_frustrated_B
4,10,"sd I- fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- % b O I- I- I- ^h I- I- I- I- I- I- I- I- I- sd O I- b b O I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- I- O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- % % O I- I- I- I- I- I- I- I- % O I- I- I- I- I- na I- I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O I- I- O I- % O I- % O I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O bk b O I- sd % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy qy O I- I- I- I- I- I- I- I- I- I- na I- I- ng I- I- I- I- I- I- I- I- sd sd O bk I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy O I- I- I- I- I- I- ng nn % O I- I- bk bk sd I- % O I- I- I- I- I- I- I- I- I- I- I- I- sd O I- % O I- % I- % O I- b % O I- I- I- I- I- sd O b b O I- I- I- I- I- I- I- I- I- I- sd sd O bk sd O I- I- I- I- I- % I- I- I- I- I- I- I- % O I- % b b O I- I- I- I- I- I- I- I- sd sd O bk sd O I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O bk % sd I- I- ^h % I- I- I- I- I- I- I- I- I- I- I- I- I- qy I- I- % I- % I- % I- I- I- % I- I- I- I- I- I- I- I- I- I- O I- % O I- I- sd I- % O I- I- I- I- O I- % O I- % O I- % O I- % O I- I- I- I- sd sd O I- % b b O I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- sd O I- I- I- I- I- sd sd O sd sd O sd b ba I- I- sd I- I- I- I- ^h % sd I- I- I- % I- I- % I- % % I- I- I- I- I- I- I- I- I- I- I- I- I- qw I- I- I- I- I- I- I- I- I- I- I- I- I- qw qw O I- I- I- I- I- I- sd sd O I- I- % I- % I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- % I- I- % I- I- % O b b O I- I- I- ba I- % O I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- % O ny b O I- I- I- sd O b b O I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- sd sd O I- I- I- % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- bk bk bk sd I- I- I- I- % O I- I- I- I- I- I- I- qy O ny b O I- I- I- I- I- I- I- I- I- I- sd % O I- b b b O % I- I- I- I- I- % I- I- I- I- I- % O % % O I- I- I- I- % O b b O I- I- I- I- I- I- I- I- I- sv % O b b I- I- I- I- sd % O aa sd",0,5,2,3,0,5,2,3,1,4,0,5,2,3,3,2,5,0,5,0,2,3,3,2,3,2,0,5,5,0,2,3,4,1,4,1,5,0,5,0,3,2,3,2,5,0,4,1,0,5,1,4,3,2,2,3,1,4,3,2,2,3,4,1,0,5,3,2,3,2,2,3,1,4,3,2,1,4,1,4,2,3
4,11,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- % I- % % % % I- % I- I- I- % % O I- sd % O b I- I- I- I- I- sd % I- I- % % I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd % % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O bk b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O b b b O I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O b I- I- % O I- % O I- sd O sd sd O % % I- I- I- I- I- I- I- I- I- I- % O b % O I- I- I- I- O nn nn O I- qy % O nn nn nn I- I- I- % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- % O b b O I- I- I- I- I- I- I- I- I- I- O I- % % O sd sd O I- % % O I- % % O I- % % O b b O b b O b % O b b O sd % I- sd sd O I- I- I- % I- I- % I- I- I- % O b b O I- % O I- I- I- I- I- sd % O I- I- I- % I- sd qy b % O b I- I- I- sd sv sd",1,4,4,1,0,5,0,5,1,4,1,4,5,0,0,5,4,1,5,0,1,4,2,3,2,3,1,4,5,0,5,0,4,1,3,2,4,1,3,2,2,3,2,3,5,0,4,1,1,4,2,3,0,5,0,5,2,3,0,5,0,5,4,1,2,3,2,3,1,4,5,0,5,0,4,1,1,4,3,2,2,3
4,12,"sd I- fo_o_fw_""_by_bc I- I- I- I- I- sd sd O % b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd I- I- I- I- ^h I- I- I- I- I- I- I- I- I- sd O b b b O I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b I- I- I- I- I- I- I- I- I- I- qy O I- I- I- I- sd sd O bk I- bk bk O I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- sd O b b O I- I- I- I- I- I- sd I- I- I- % O b b O I- I- I- sd sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- qy qy qy I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O % % b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- sd O I- % % O I- I- sd I- I- I- I- sd sd O I- % O I- % O I- I- % O I- sd % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy % O I- I- I- I- I- I- I- I- sd sd O b I- I- % O % % O I- % % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O b b O I- I- qw O % b O I- % O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b bk b O I- b I- I- I- I- I- I- I- I- I- I- I- O I- b b O I- I- I- I- I- I- O I- b b O I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O I- % O I- sd O I- % O I- I- sd O I- % O I- sd sd O I- I- I- I- I- I- % O I- I- I- I- I- I- I- aa b O I- I- I- I- sd sd O I- I- I- I- I- sd sd O I- b I- I- I- I- I- I- I- I- I- I- % O nn I- I- I- % I- % O b b O I- I- I- I- I- sd I- I- I- ad ad O I- I- I- I- sd I- I- I- I- I- ^h % sd",1,4,0,5,2,3,1,4,1,4,2,3,1,4,5,0,3,2,5,0,3,2,0,5,2,3,0,5,3,2,3,2,4,1,4,1,4,1,5,0,2,3,4,1,4,1,2,3,1,4,0,5,2,3,2,3,1,4,3,2,1,4,3,2,2,3,3,2,0,5,0,5,0,5,2,3,1,4,1,4,3,2
4,13,"sd I- fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- I- I- sv % O aa I- I- I- I- I- sv sd I- I- % % % b b I- I- b I- I- % % I- I- % I- I- I- I- I- I- I- I- I- I- I- % I- I- I- I- I- I- sd I- I- I- I- I- I- I- % I- I- I- I- I- I- sd sd O I- I- I- I- I- I- % O b b O I- I- sd O I- % % O I- I- I- I- sd O aa I- I- sd O bk b O I- I- I- I- I- I- % I- % I- I- I- I- I- I- I- O I- I- % O % % O I- I- I- I- sd O I- sd O I- I- O I- % O I- % O I- sd O I- % O b I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O I- b % O I- I- I- I- I- I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b I- I- I- % I- I- I- I- I- % I- I- I- I- sd I- I- % O b b O I- b % O b % O I- I- I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- sd sd I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd % O I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- qy qy O ny b O I- I- I- sd % O b b sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- sd % O b b O I- I- sd sd qy % O I- I- aa % O bk b I- I- I- sd I- I- I- I- sd sd",0,5,0,5,0,5,0,5,1,4,0,5,4,1,1,4,5,0,5,0,1,4,0,5,2,3,0,5,5,0,5,0,3,2,3,2,5,0,5,0,4,1,3,2,5,0,5,0,1,4,0,5,1,4,5,0,0,5,0,5,0,5,5,0,1,4,1,4,1,4,4,1,5,0,2,3,2,3,3,2,4,1
4,14,"sd I- fo_o_fw_""_by_bc I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- ^h I- I- I- I- I- I- I- I- I- I- I- I- I- I- O I- b b b O I- I- I- sd O I- b b b O I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b I- I- I- qo I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy I- I- I- I- qy O I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- O b b O I- I- I- I- I- I- I- sd sd O b sd",0,5,2,3,0,5,1,4,0,5,2,3,1,4,4,1,4,1,4,1,3,2,2,3,3,2,2,3,5,0,5,0,3,2,3,2,4,1,5,0,2,3,5,0,5,0,4,1,2,3,1,4,2,3,2,3,0,5,3,2,1,4,4,1,2,3,3,2,1,4,0,5,0,5,2,3,0,5,2,3,4,1
5,1,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- % I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- sd b I- I- I- I- I- I- I- I- sd % O I- I- I- I- O I- % O I- sd O I- I- sd O I- I- I- I- I- sd b b O % sd",2,3,0,5,1,4,3,2,3,2,0,5,5,0,0,5,5,0,3,2,1,4,0,5,1,4,0,5,5,0,1,4,2,3,2,3,5,0,3,2,4,1,1,4,3,2,5,0,2,3,1,4,3,2,2,3,4,1,0,5,1,4,5,0,0,5,3,2,3,2,5,0,5,0,2,3,5,0,3,2,3,2
5,2,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O fo_o_fw_""_by_bc sd",0,5,0,5,2,3,1,4,1,4,0,5,5,0,1,4,5,0,3,2,0,5,1,4,1,4,0,5,4,1,3,2,1,4,1,4,5,0,3,2,3,2,0,5,4,1,5,0,0,5,0,5,2,3,2,3,1,4,0,5,3,2,4,1,2,3,2,3,3,2,4,1,5,0,3,2,4,1,1,4,5,0
5,3,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- sd I- I- I- % % % O qy qy % O I- I- I- I- I- I- I- I- sd O ny ny aa b O I- % O I- sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd sd O I- b I- I- I- I- I- I- I- qy^d qy^d bf O b b O bk I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy qy O I- nn I- I- I- I- I- I- I- I- I- I- I- I- qy O I- I- qy O I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- qy b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O b b O I- I- I- I- I- sd % % O b I- I- I- I- sv sd",1,4,2,3,2,3,0,5,0,5,0,5,2,3,2,3,3,2,5,0,0,5,0,5,2,3,0,5,5,0,5,0,3,2,3,2,2,3,4,1,1,4,4,1,5,0,5,0,0,5,1,4,3,2,3,2,1,4,0,5,3,2,2,3,0,5,1,4,1,4,2,3,4,1,3,2,3,2,4,1,4,1
5,4,"O fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- sd I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- sd O I- I- I- sd O ny b O I- sd O I- I- I- % % O I- I- I- % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- b O I- I- I- I- I- I- sd % O I- % O I- I- I- sd O I- % O I- % O I- I- sd O I- I- I- I- % I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- sd sd O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O bk I- % I- % O nn % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- ^h ^h O I- I- I- I- I- I- I- I- I- I- O I- % O I- sd O I- I- O I- % O I- sd O sd sd O I- sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- sd I- I- I- I- I- sd % O b I- sv O",1,4,0,5,1,4,2,3,1,4,0,5,5,0,0,5,5,0,4,1,2,3,1,4,2,3,1,4,5,0,3,2,5,0,3,2,5,0,3,2,4,1,2,3,5,0,5,0,2,3,0,5,0,5,3,2,3,2,0,5,2,3,4,1,1,4,3,2,4,1,5,0,4,1,0,5,5,0,2,3,2,3
5,5,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd sd",0,5,2,3,3,2,3,2,0,5,1,4,0,5,5,0,0,5,5,0,2,3,3,2,1,4,3,2,1,4,2,3,0,5,1,4,0,5,4,1,1,4,3,2,4,1,5,0,3,2,3,2,1,4,4,1,0,5,3,2,4,1,2,3,3,2,0,5,0,5,0,5,0,5,3,2,1,4,3,2,2,3
5,6,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- sd sd I- % O % % O I- I- O I- I- qy qy qy % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd sd",0,5,2,3,3,2,0,5,0,5,0,5,0,5,3,2,1,4,4,1,0,5,0,5,1,4,0,5,2,3,5,0,0,5,2,3,1,4,4,1,1,4,1,4,5,0,5,0,0,5,0,5,1,4,1,4,0,5,3,2,2,3,3,2,0,5,0,5,0,5,0,5,0,5,1,4,0,5,5,0,2,3
5,7,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- % I- I- I- I- fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd",0,5,0,5,3,2,1,4,0,5,0,5,0,5,5,0,0,5,4,1,1,4,0,5,0,5,0,5,1,4,4,1,0,5,2,3,0,5,5,0,0,5,4,1,2,3,5,0,3,2,0,5,0,5,3,2,0,5,2,3,4,1,4,1,3,2,3,2,1,4,1,4,0,5,2,3,0,5,2,3,5,0
5,8,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- % I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd",1,4,0,5,3,2,1,4,1,4,0,5,0,5,5,0,0,5,5,0,1,4,1,4,1,4,0,5,1,4,5,0,0,5,0,5,1,4,5,0,2,3,4,1,2,3,5,0,3,2,0,5,0,5,2,3,0,5,1,4,1,4,3,2,0,5,1,4,0,5,0,5,0,5,2,3,2,3,3,2,3,2
5,9,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- sd sd O b sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- sd I- I- I- % O b b O I- I- sd I- I- I- I- I- I- sd sd O I- b b I- I- I- I- sd I- I- I- qw I- I- I- qy O I- I- qy % O I- qy qy O ny % b O I- % I- I- I- I- I- qy I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy qy O nn I- I- I- I- I- I- I- I- I- I- I- % I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- sd O b b b O I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd I- I- I- I- I- sd sd O bk bk I- I- I- I- I- % I- I- I- qy I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy^d % O nn I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- sd % O I- sd b b O b b % O % I- I- I- I- I- % I- I- I- I- I- % O b b b O I- I- I- I- I- sd O I- I- I- sd O I- I- I- I- sd I- I- I- I- I- I- I- I- sd I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd % O I- b I-",2,3,1,4,1,4,1,4,2,3,0,5,5,0,0,5,3,2,5,0,3,2,2,3,3,2,2,3,4,1,4,1,2,3,2,3,2,3,4,1,1,4,2,3,3,2,4,1,1,4,1,4,0,5,1,4,2,3,0,5,4,1,3,2,5,0,1,4,2,3,5,0,5,0,2,3,3,2,4,1,2,3
5,10,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- sd sd I- I- I- I- I- I- I- qy^d % O I- I- ad % O ny I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- qy qy I- I- sv sd",0,5,0,5,2,3,2,3,0,5,0,5,0,5,5,0,3,2,4,1,0,5,0,5,0,5,1,4,3,2,5,0,3,2,3,2,4,1,3,2,3,2,4,1,5,0,5,0,0,5,0,5,1,4,3,2,0,5,2,3,1,4,3,2,2,3,2,3,2,3,0,5,1,4,2,3,2,3,1,4,2,3
5,11,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc fo_o_fw_""_by_bc O fo_o_fw_""_by_bc I- I- I- I- ad % O aa b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- I- % O sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- O I- % % O I- I- I- I- I- I- O I- % O I- I- sd O I- % O I- I- sd sd O b I- I- sd % I- I- I- I- I- sd I- I- I- I- I- sd % % O b I- I- I- I- qw I- I- I- qw I- I- I- I- I- I- I- I- I- ad ad ad sd O I- % O I- I- ^2 ^2 O aa I- I- I- sd % O I- I- I- I- I- I- sd I- I- I- I- O I- I- % O I- % O b % O I- I- I- I- qy O I- I- I- % O I- I- I- I- sd % % O I- I- I- I- I- I- I- % I- I- I- I- I- I- I- I- I- I- sd O I- b sd sd O I- I- % I- % O I- % O I- I- I- sd I- I- I- I- I- I- I- sd sd",2,3,1,4,0,5,1,4,1,4,1,4,4,1,1,4,5,0,5,0,2,3,1,4,1,4,0,5,5,0,5,0,5,0,4,1,4,1,4,1,4,1,1,4,3,2,4,1,0,5,1,4,0,5,2,3,3,2,0,5,0,5,5,0,1,4,3,2,4,1,4,1,5,0,2,3,4,1,2,3,3,2
5,12,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc fo_o_fw_""_by_bc O I- % O I- % O I- I- O I- % O I- % O I- % O sd sd O b I- I- I- I- I- I- I- sd fo_o_fw_""_by_bc I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- ^h I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- % I- I- I- I- I- I- I- I- I- I- qy^d % O b b O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd % O I- I- I- I- I- I- I- sd sd",0,5,0,5,3,2,2,3,0,5,0,5,1,4,5,0,1,4,3,2,1,4,1,4,2,3,2,3,2,3,5,0,2,3,2,3,2,3,4,1,1,4,4,1,5,0,5,0,1,4,0,5,3,2,4,1,1,4,1,4,2,3,1,4,1,4,2,3,2,3,0,5,0,5,2,3,0,5,2,3,4,1
5,13,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- sd sd O b b O I- % I- I- I- I- I- I- I- I- I- I- I- I- qy qy O O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- sd sd O b qy I- qy I- I- sd O I- % O sd I- I- I- % O I- % O I- % O I- % O I- % % O I- I- I- I- % I- I- I- I- I- I- sd I- I- % O I- sd sd O I- % b I- I- I- I- I- I- I- % O b I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- % O b b O I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O ar I- I- I- I- I- I- I- I- I- I- I- ad ad O ny ny ny O I- I- I- I- I- I- I- sd I- I- I- % I- I- sd O aa b O I- I- I- I- I- sd O % b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b b b b O b b O I- % b b O I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- sd % O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- sd I- % I- sd O b b b O b b O I- I- I- I- I- I- sd O I- % O I- sd % O I- I- I- I- I- I- I- I- I- sd sd % O b I- I- I- sv sd",0,5,0,5,2,3,1,4,2,3,0,5,5,0,0,5,4,1,4,1,2,3,1,4,2,3,1,4,5,0,3,2,2,3,3,2,4,1,3,2,4,1,2,3,5,0,5,0,0,5,0,5,1,4,1,4,2,3,0,5,4,1,2,3,1,4,1,4,3,2,5,0,5,0,3,2,5,0,4,1,4,1
